term.id,-,term.name,term.units,term.synonyms,term.definition,term.subClassOf.0.id,term.pubchem,term.casNumber,term.wikipedia,term.agrovoc,term.hsCode,term.ecoinventReferenceProductId,lookups.0.name,lookups.0.value,lookups.0.min,lookups.0.max,lookups.0.source,lookups.0.dataState,lookups.1.name,lookups.1.value,lookups.1.min,lookups.1.max,lookups.1.source,lookups.1.dataState,lookups.2.name,lookups.2.value,lookups.2.min,lookups.2.max,lookups.2.source,lookups.2.dataState,lookups.3.name,lookups.3.value,lookups.3.min,lookups.3.max,lookups.3.source,lookups.3.dataState,lookups.4.name,lookups.4.value,lookups.4.dataState,lookups.5.name,lookups.5.value,lookups.5.dataState,lookups.6.name,lookups.6.value,lookups.6.source,lookups.6.dataState,lookups.7.name,lookups.7.value,lookups.7.dataState,lookups.8.name,lookups.8.value,lookups.8.dataState,lookups.9.name,lookups.9.value,lookups.9.dataState,lookups.10.name,lookups.10.value,lookups.10.dataState,lookups.11.name,lookups.11.value,lookups.11.dataState,lookups.12.name,lookups.12.value,lookups.12.dataState,lookups.13.name,lookups.13.value,lookups.13.dataState,lookups.14.name,lookups.14.value,lookups.14.dataState,lookups.15.name,lookups.15.value,lookups.15.min,lookups.15.max,lookups.15.source,lookups.15.proxy.id,lookups.15.notes,lookups.15.dataState,lookups.16.name,lookups.16.value,lookups.16.min,lookups.16.max,lookups.16.source,lookups.16.proxy.id,lookups.16.notes,lookups.16.dataState,lookups.17.name,lookups.17.value,lookups.17.dataState,lookups.18.name,lookups.18.value,lookups.18.dataState,lookups.19.name,lookups.19.value,lookups.19.dataState,lookups.20.name,lookups.20.value,lookups.20.dataState,lookups.21.name,lookups.21.value,lookups.21.dataState,-,-,-,-,-,-
calciumNitrateKgN,calcium Nitrate Kg N,Calcium Nitrate (kg N),kg N,Ca(NO3)2; CN,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/24963,10124-37-5,https://en.wikipedia.org/wiki/Calcium_nitrate,http://aims.fao.org/aos/agrovoc/c_1201,3102.60,,nitrogenContent,15,15,15.5,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"ammonium sulfate, as N, market for ammonium sulfate, as N: 1",requires validation,NH3_emissions_factor_acidic,cool:0.01;temperate:0.014;warm:0.013,complete,NH3_emissions_factor_basic,cool:0.019;temperate:0.02;warm:0.025,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.002,0,0.004,-,sodiumNitrateKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.01,0,0.02,-,sodiumNitrateKgN,-,complete,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,43,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.01,0.014,0.013,0.019,0.02,0.025
cyanoguanidineKgN,cyanoguanidine Kg N,Cyanoguanidine (kg N),kg N,Dicyanamide; 2-cyanoguanidine; N-cyanoguanidine; 1-cyanoguanidine; Guanidine-1-carbonitrile; Dicyandiamin; Didin; DCD; Dicy; C2H4N4,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/Cyanoguanidine,461-58-5,https://en.wikipedia.org/wiki/2-Cyanoguanidine,-,-,,nitrogenContent,67,-,-,Calculated from chemical formula 56/84.,complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"urea, as N, market for urea, as N: 1",requires validation,NH3_emissions_factor_acidic,cool:0.155;temperate:0.159;warm:0.198,requires validation,NH3_emissions_factor_basic,cool:0.164;temperate:0.168;warm:0.21,requires validation,CO2_urea_emissions_factor,1.571,requires validation,IPCC_2019_FRACGASF_NH3-N,0.143,0.0,0.1,-,ureaKgN,-,requires validation,IPCC_2019_FRACGASF_NOx-N,0.01,0,0.02,-,sodiumNitrateKgN,-,complete,fertGroupingNitrogen,Urea_UAS_Amm_Bicarb,requires validation,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.155,0.159,0.198,0.164,0.168,0.21
ureaCalciumNitrateKgN,urea Calcium Nitrate Kg N,Urea Calcium Nitrate (kg N),kg N,Calcium Nitrate - Urea; UCN,-,-,-,-,-,-,-,,nitrogenContent,33.8,30,35,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"urea, as N, market for urea, as N: 1",requires validation,NH3_emissions_factor_acidic,cool:0.155;temperate:0.159;warm:0.198,complete,NH3_emissions_factor_basic,cool:0.164;temperate:0.168;warm:0.21,complete,CO2_urea_emissions_factor,1.571,complete,IPCC_2019_FRACGASF_NH3-N,0.143,0.0,0.1,-,ureaKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.011,0.0,0.0,-,ureaKgN,-,complete,fertGroupingNitrogen,Urea_UAS_Amm_Bicarb,complete,nebraskaExtensionFertiliserCode,46,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.155,0.159,0.198,0.164,0.168,0.21
sodiumNitrateKgN,sodium Nitrate Kg N,Sodium Nitrate (kg N),kg N,NaNO3; SN,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/7631-99-4,7631-99-4,https://en.wikipedia.org/wiki/Sodium_nitrate,http://aims.fao.org/aos/agrovoc/c_7148,-,,nitrogenContent,16,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"calcium nitrate, market for calcium nitrate: 6.25",requires validation,NH3_emissions_factor_acidic,cool:0.01;temperate:0.014;warm:0.013,complete,NH3_emissions_factor_basic,cool:0.019;temperate:0.02;warm:0.025,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.002,0,0.004,"IPCC (2019) Chapter 11, Table 7A.3, with min and max calculated from Table 11.3",-,-,complete,IPCC_2019_FRACGASF_NOx-N,0.01,0,0.02,"IPCC (2019) Chapter 11, Table 7A.3, with min and max calculated from Table 11.3",-,-,complete,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,62,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.01,0.014,0.013,0.019,0.02,0.025
nitricAcidKgN,nitric Acid Kg N,Nitric Acid (kg N),kg N,HNO3,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/944,7697-37-2,https://en.wikipedia.org/wiki/Nitric_acid,http://aims.fao.org/aos/agrovoc/c_5188,2808.00,,nitrogenContent,22,-,-,Molar mass calculation.,complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"nitric acid, without water, in 50% solution state, market for nitric acid, without water, in 50% solution state: 5.71",requires validation,NH3_emissions_factor_acidic,cool:0.01;temperate:0.014;warm:0.013,complete,NH3_emissions_factor_basic,cool:0.019;temperate:0.02;warm:0.025,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.002,0,0.004,-,sodiumNitrateKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.01,0,0.02,-,sodiumNitrateKgN,-,complete,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,54,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.01,0.014,0.013,0.019,0.02,0.025
ureaKgN,urea Kg N,Urea (kg N),kg N,CO(NH2)2; Carbamide; Granular urea,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/1176,57-13-6,https://en.wikipedia.org/wiki/Urea,http://aims.fao.org/aos/agrovoc/c_8090,3102.10,,nitrogenContent,45.5,45,46,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,310210,complete,ecoinventMapping,"urea, as N, market for urea, as N: 1",requires validation,NH3_emissions_factor_acidic,cool:0.155;temperate:0.159;warm:0.198,complete,NH3_emissions_factor_basic,cool:0.164;temperate:0.168;warm:0.21,complete,CO2_urea_emissions_factor,1.571,complete,IPCC_2019_FRACGASF_NH3-N,0.143,0.0,0.1,"IPCC (2019) Chapter 11, Table 7A.3, with min and max calculated from Table 11.3",-,-,complete,IPCC_2019_FRACGASF_NOx-N,0.011,0.0,0.0,"IPCC (2019) Chapter 11, Table 7A.3, with min and max calculated from Table 11.3",-,-,complete,fertGroupingNitrogen,Urea_UAS_Amm_Bicarb,complete,nebraskaExtensionFertiliserCode,66,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.155,0.159,0.198,0.164,0.168,0.21
ureaFormaldehydeKgN,urea-Formaldehyde Kg N,Urea-Formaldehyde (kg N),kg N,Urea-methanal,-,-,-,-,https://en.wikipedia.org/wiki/Urea-formaldehyde,-,3909.10,,nitrogenContent,38,35,40,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"urea, as N, market for urea, as N: 1",requires validation,NH3_emissions_factor_acidic,cool:0.155;temperate:0.159;warm:0.198,complete,NH3_emissions_factor_basic,cool:0.164;temperate:0.168;warm:0.21,complete,CO2_urea_emissions_factor,1.571,complete,IPCC_2019_FRACGASF_NH3-N,0.143,0.0,0.1,-,ureaKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.011,0.0,0.0,-,ureaKgN,-,complete,fertGroupingNitrogen,Urea_UAS_Amm_Bicarb,complete,nebraskaExtensionFertiliserCode,68,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.155,0.159,0.198,0.164,0.168,0.21
ureaAmmoniumNitrateKgN,urea Ammonium Nitrate Kg N,Urea Ammonium Nitrate (kg N),kg N,UAN; Urea–NH4NO3,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/135816401,15978-77-5,https://en.wikipedia.org/wiki/UAN,-,3102.80,,nitrogenContent,30,-,-,-,complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,310280,complete,ecoinventMapping,"nitrogen fertiliser, as N, urea ammonium nitrate production: 1",requires validation,NH3_emissions_factor_acidic,cool:0.098;temperate:0.1;warm:0.126,complete,NH3_emissions_factor_basic,cool:0.095;temperate:0.097;warm:0.122,complete,CO2_urea_emissions_factor,0.7855,complete,IPCC_2019_FRACGASF_NH3-N,0.143,0.0,0.1,-,ureaKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.011,0.0,0.0,-,ureaKgN,-,complete,fertGroupingNitrogen,UAN_Solu,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.098,0.1,0.126,0.095,0.097,0.122
ureaAmmoniumSulphateKgN,urea Ammonium Sulphate Kg N,Urea Ammonium Sulphate (kg N),kg N,"CH12N4O5S; UAS; Urea Ammonium Sulfate; Urea-Ammonium Sulfate, Urea-Ammonium Sulphate, Ammonium Sulfate-Urea; Ammonium Suphate-Urea",-,-,https://pubchem.ncbi.nlm.nih.gov/compound/5695351,7200-22-8,-,-,-,,nitrogenContent,33.5,33,34,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,12,-,-,-,requires validation,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"nitrogen fertiliser, as N, urea ammonium nitrate production: 1",requires validation,NH3_emissions_factor_acidic,cool:0.155;temperate:0.159;warm:0.198,complete,NH3_emissions_factor_basic,cool:0.164;temperate:0.168;warm:0.21,complete,CO2_urea_emissions_factor,0.7855,complete,IPCC_2019_FRACGASF_NH3-N,0.143,0.0,0.1,-,ureaKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.011,0.0,0.0,-,ureaKgN,-,complete,fertGroupingNitrogen,Urea_UAS_Amm_Bicarb,complete,nebraskaExtensionFertiliserCode,29,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.155,0.159,0.198,0.164,0.168,0.21
zincManganeseAmmoniumSulphateKgN,zinc Manganese Ammonium Sulphate Kg N,Zinc Manganese Ammonium Sulphate (kg N),kg N,Zinc Manganese Ammonium Sulfate,-,-,-,-,-,-,-,,nitrogenContent,14,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,,,,,missing,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,,-,missing,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"ammonium sulfate, as N, market for ammonium sulfate, as N: 1",requires validation,NH3_emissions_factor_acidic,cool:0.01;temperate:0.014;warm:0.013,complete,NH3_emissions_factor_basic,cool:0.019;temperate:0.02;warm:0.025,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.095,0.0,0.1,-,ammoniumSulphateKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.007,0.0,0.0,-,ammoniumSulphateKgN,-,complete,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,77,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.01,0.014,0.013,0.019,0.02,0.025
sulphurCoatedUreaKgN,sulphur Coated Urea Kg N,Sulphur Coated Urea (kg N),kg N,Sulfur Coated Urea,-,-,-,-,https://en.wikipedia.org/wiki/Coated_urea,-,3102.10,,nitrogenContent,37,36,38,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,,,,,missing,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"urea, as N, market for urea, as N: 1",requires validation,NH3_emissions_factor_acidic,cool:0.155;temperate:0.159;warm:0.198,complete,NH3_emissions_factor_basic,cool:0.164;temperate:0.168;warm:0.21,complete,CO2_urea_emissions_factor,1.571,complete,IPCC_2019_FRACGASF_NH3-N,0.143,0.0,0.1,-,ureaKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.011,0.0,0.0,-,ureaKgN,-,complete,fertGroupingNitrogen,Urea_UAS_Amm_Bicarb,complete,nebraskaExtensionFertiliserCode,64,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.155,0.159,0.198,0.164,0.168,0.21
magnesiumNitrateKgN,magnesium Nitrate Kg N,Magnesium Nitrate (kg N),kg N,Mg(NO3)2(H2O)x; MN,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/10377-60-3,10377-60-3,https://en.wikipedia.org/wiki/Magnesium_nitrate,-,2834.29,,nitrogenContent,10.5,-,-,-,complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,9.4,complete,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"nitrogen fertiliser, as N, market for nitrogen fertiliser, as N: 1",requires validation,NH3_emissions_factor_acidic,cool:0.01;temperate:0.014;warm:0.013,complete,NH3_emissions_factor_basic,cool:0.019;temperate:0.02;warm:0.025,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.002,0,0.004,-,sodiumNitrateKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.01,0,0.02,-,sodiumNitrateKgN,-,complete,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,52,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.01,0.014,0.013,0.019,0.02,0.025
zincNitrateKgN,zinc Nitrate Kg N,Zinc Nitrate (kg N),kg N,"Nitric acid, Zinc salt (2:1); Zinc nitrate; X 4",-,-,https://pubchem.ncbi.nlm.nih.gov/compound/7779-88-6,7779-88-6,https://en.wikipedia.org/wiki/Zinc_nitrate,-,-,,nitrogenContent,,,,,missing,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,,-,missing,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"nitrogen fertiliser, as N, market for nitrogen fertiliser, as N: 1",requires validation,NH3_emissions_factor_acidic,cool:0.01;temperate:0.014;warm:0.013,complete,NH3_emissions_factor_basic,cool:0.019;temperate:0.02;warm:0.025,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.002,0,0.004,-,sodiumNitrateKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.01,0,0.02,-,sodiumNitrateKgN,-,complete,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.01,0.014,0.013,0.019,0.02,0.025
magnesiumPhosphateKgP2O5,magnesium Phosphate Kg P2O5,Magnesium Phosphate (kg P2O5),kg P2O5,Mg3O8P2; Mg3(PO4)2; Monomagnesium phosphate; Dimagnesium phosphate; Trimagnesium phosphate ,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/Magnesium-phosphate,7757-87-1,https://en.wikipedia.org/wiki/Magnesium_phosphate,-,2835.29,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,17.5,17,18,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,,missing,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"phosphate fertiliser, as P2O5, market for phosphate fertiliser, as P2O5: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,238,complete,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
nitricPhosphateKgP2O5,nitric Phosphate Kg P2O5,Nitric Phosphate (kg P2O5),kg P2O5,Nitrophosphate; NO6P-2; Nitro phosphate,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/nitro-phosphate,-,-,-,-,,nitrogenContent,18,14,22,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,16,10,22,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,nitricPhosphateKgN,complete,fclCode,,missing,ecoinventMapping,"phosphate fertiliser, as P2O5, market for phosphate fertiliser, as P2O5: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,AN_NP_KN_NPK,requires validation,nebraskaExtensionFertiliserCode,241,complete,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.01,0.014,0.013,0.019,0.02,0.025
nitricPhosphateKgN,nitric Phosphate Kg N,Nitric Phosphate (kg N),kg N,Nitrophosphate; NO6P-2; Nitro phosphate,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/nitro-phosphate,-,-,-,-,,nitrogenContent,18,14,22,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,16,10,22,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,nitricPhosphateKgP2O5,complete,fclCode,,missing,ecoinventMapping,"nitrogen fertiliser, as N, monoammonium phosphate production: 1",requires validation,NH3_emissions_factor_acidic,cool:0.01;temperate:0.014;warm:0.013,complete,NH3_emissions_factor_basic,cool:0.019;temperate:0.02;warm:0.025,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.002,0,0.004,-,sodiumNitrateKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.01,0,0.02,-,sodiumNitrateKgN,-,complete,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,241,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.01,0.014,0.013,0.019,0.02,0.025
ammoniumPolyphosphateKgN,ammonium Polyphosphate Kg N,Ammonium Polyphosphate (kg N),kg N,Ammonium triphosphate; Polyphosphoric acid ammonium salt,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/Ammonium-triphosphate,68333-79-9,https://en.wikipedia.org/wiki/Ammonium_polyphosphate,-,-,,nitrogenContent,15,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,60,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,ammoniumPolyphosphateKgP2O5,complete,fclCode,,missing,ecoinventMapping,"nitrogen fertiliser, as N, monoammonium phosphate production: 1",requires validation,NH3_emissions_factor_acidic,cool:0.05;temperate:0.051;warm:0.064,complete,NH3_emissions_factor_basic,cool:0.091;temperate:0.094;warm:0.117,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.053,0.0,0.0,-,monoammoniumPhosphateKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.007,0.0,0.0,-,monoammoniumPhosphateKgN,-,complete,fertGroupingNitrogen,AP_DAP_MAP,complete,nebraskaExtensionFertiliserCode,204,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.05,0.051,0.064,0.091,0.094,0.117
